,description,number_rates,rating,price,url
271,"<span class=""a-size-base-plus a-color-base a-text-normal"">Multivitamin Gummies for Women &amp; Men with the Perfect Blend of Vitamin A C D E B 12 &amp; Zinc Biotin - Gummy Vitamins for Adults to Improve Immunity &amp; Hair Growth - 90 Halal Gluten &amp; Gelatin-Free Gummies</span>","2,202",4.6,13.77,https://www.amazon.com/Multivitamin-Gummies-Women-Men-Multi-Vitamin/dp/B07X3NDG6G/ref=sr_1_224?keywords=multivitamin+for+kids&qid=1675456108&sr=8-224
272,"<span class=""a-size-base-plus a-color-base a-text-normal"">Pure Encapsulations Junior Nutrients | Multivitamin and Mineral Supplement Without Iron for Children Ages 4 and Up* | 120 Capsules</span>",542,4.6,26.60,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A05796262EM3IV8WKJIB6&qualifier=1675456108&id=1119980626224150&widgetName=sp_mtf&url=%2FPure-Encapsulations-Nutrients-Hypoallergenic-Multivitamin%2Fdp%2FB004GY94BW%2Fref%3Dsr_1_225_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-225-spons%26psc%3D1%26smid%3DA2EJCTH67GJMT3
273,"<span class=""a-size-base-plus a-color-base a-text-normal"">OLLY Kid's Multivitamin + Probiotic Gummy, Vitamins A, C, D, E, B, Zinc, Digestive Support, Chewable Supplement, Berry Flavor, 60 Day Supply - 120 Count Pouch</span>","13,553",4.7,21.59,https://www.amazon.com/gp/bestsellers/hpc/3765511/ref=sr_bs_33_3765511_1
274,"<span class=""a-size-base-plus a-color-base a-text-normal"">N1N Premium Super Fruits &amp; Veggies Supplement [180 Caps, Whole Food &amp; All Natural] Superfoods for Women, Men and Kids - Packed with Vitamins &amp; Minerals, Better Than Multivitamins, 100% Vegan, Non-GMO</span>",19,3.6,39.97,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A088436129VEKJMA2HSGU&qualifier=1675456108&id=1119980626224150&widgetName=sp_mtf&url=%2FPremium-Veggies-Supplement-Natural-Superfoods%2Fdp%2FB0BPH868DX%2Fref%3Dsr_1_227_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-227-spons%26psc%3D1
275,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nordic Naturals Nordic Berries, Citrus - 120 Gummy Berries - Great-Tasting Multivitamin for Ages 2+ - Growth, Development, Optimal Wellness - Non-GMO, Vegetarian - 30 Servings</span>","1,921",4.8,22.91,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A060777420HOF1MQ623WF&qualifier=1675456108&id=1119980626224150&widgetName=sp_mtf&url=%2FNordic-Naturals-Berries-Health-Beauty%2Fdp%2FB002CQU57I%2Fref%3Dsr_1_228_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456108%26sr%3D8-228-spons%26psc%3D1%26smid%3DAD4JTYB7A7HOQ
276,"<span class=""a-size-base-plus a-color-base a-text-normal"">Human Beanz Multivitamin Jelly Bean Gummies with Zinc for Kids, Immune Support Dietary Supplements, Vegetarian, 120 Berry Blast Jelly Beans, Kosher</span>",25,4.5,14.99,https://www.amazon.com/Human-Beanz-Multivitamin-Supplements-Vegetarian/dp/B0BQ7H1ZBW/ref=sr_1_229?keywords=multivitamin+for+kids&qid=1675456108&sr=8-229
277,"<span class=""a-size-base-plus a-color-base a-text-normal"">NUTRAMIN Daily Vegan Keto Multivitamin Gummies Vitamin C, D2, and Zinc for Immunity, Plant-Based, Sugar-Free, Nut-Free, Gluten-Free, with Biotin, Vitamin A, B, B6, B12 &amp; More 90 Count, 45 Day Supply</span>","7,530",4.7,22.99,https://www.amazon.com/NUTRACELLE-Sugar-Free-Gluten-Free-Dairy-Free-Multivitamin/dp/B07WSGRB9B/ref=sr_1_230?keywords=multivitamin+for+kids&qid=1675456108&sr=8-230
278,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multi - Liposomal Multivitamin for Kids - Liquid Children’s Vitamins A B6 C D3 E with Zinc and Calcium - Non-GMO Daily Multivitamins Supplement and Immune System Booster - 6 fl oz</span>",0,0,22.49,https://www.amazon.com/Kids-Multi-Multivitamin-Multivitamins-Supplement/dp/B0B8QJMFGP/ref=sr_1_231?keywords=multivitamin+for+kids&qid=1675456108&sr=8-231
279,"<span class=""a-size-base-plus a-color-base a-text-normal"">Codeage Teen’s Daily Multivitamin Supplement, 25+ Vitamins &amp; Minerals for Teenage Boys &amp; Girls, Organic Whole Foods Vitamins for Teenagers, Vitamin A, B Vitamins, Vitamin C, D, E, K, Omega-3, 60 Ct</span>",821,4.5,29.99,https://www.amazon.com/Codeage-Teen-Multivitamin-Probiotic-Supplement/dp/B07YF6XPQM/ref=sr_1_232?keywords=multivitamin+for+kids&qid=1675456108&sr=8-232
280,"<span class=""a-size-base-plus a-color-base a-text-normal"">HAVASU NUTRITION Multivitamin Gummies for Kids Packed with Daily Vitamins &amp; Minerals for Optimal Healthy Bodies</span>","4,267",4.5,18.49,https://www.amazon.com/Havasu-Nutrition-Multivitamin-Gummies-Vitamin/dp/B084C1N684/ref=sr_1_233?keywords=multivitamin+for+kids&qid=1675456108&sr=8-233
281,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade KidGreenz, Tropical Fruit Flavor - 90 Animal-Shaped, Chewable Tablets - Vegetarian, Gluten Free - 90 Servings</span>","1,285",4.6,14.68,https://www.amazon.com/Natures-Plus-KidGreenz-Childrens-Chewable/dp/B000KGEW9E/ref=sr_1_234?keywords=multivitamin+for+kids&qid=1675456108&sr=8-234
282,"<span class=""a-size-base-plus a-color-base a-text-normal"">Digestive Advantage Kids Probiotic Gummies For Digestive Health, Daily Probiotics For Kids, Support For Occasional Bloating, Minor Abdominal Discomfort &amp; Gut Health, 60ct Natural Fruit Flavors</span>",443,4.7,14.29,https://www.amazon.com/Digestive-Advantage-Probiotic-Abdominal-Discomfort/dp/B00GM0271C/ref=sr_1_235_f3_0o_fs?keywords=multivitamin+for+kids&qid=1675456108&sr=8-235
283,"<span class=""a-size-base-plus a-color-base a-text-normal"">Simple Spectrum Vitamin Supplement, Nutritional Support, No Added Sugars or Artificial Ingredients</span>",512,3.9,55.95,https://www.amazon.com/Simple-Spectrum-Nutritional-Support-Supplement/dp/B08FXQJ2YR/ref=sr_1_236?keywords=multivitamin+for+kids&qid=1675456108&sr=8-236
284,"<span class=""a-size-base-plus a-color-base a-text-normal"">CoraCue Immune Support Liquid Multivitamin for Infants &amp; Toddlers, 2 Ounce</span>",117,4.2,14.95,https://www.amazon.com/CoraCue-Immune-Support-Liquid-Multivitamin/dp/B08WRQF4L3/ref=sr_1_237?keywords=multivitamin+for+kids&qid=1675456108&sr=8-237
285,"<span class=""a-size-base-plus a-color-base a-text-normal"">Maxi Health Multivitamin Gummies Vitamins for Adults &amp; Kids - Cherry Flavored Gummy Multivitamins - 60 Vitamin Gummies for Women and Men - Daily Multi Vitamin Womens &amp; Mens Multivitamins Gummies</span>",123,4.0,15.95,https://www.amazon.com/Vitamin-Gummies-Zinc-Chewable-Respiratory/dp/B07GY2JJV5/ref=sr_1_238?keywords=multivitamin+for+kids&qid=1675456108&sr=8-238
286,"<span class=""a-size-base-plus a-color-base a-text-normal"">Pure Encapsulations PurePals | Support for Healthy Cognitive Function and Immune Health | 90 Chewable Tablets | Natural Cherry Flavor</span>",12,4.1,32.45,https://www.amazon.com/Pure-Encapsulations-PurePals-Cognitive-Function/dp/B0843TFZHS/ref=sr_1_239?keywords=multivitamin+for+kids&qid=1675456108&sr=8-239
287,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin Gummies - Vitamins A, C, D, E, B5, B6 &amp; B12, Biotin &amp; Zinc - Essential Daily Vitamins For Immune Support, Strong Bones, Growth &amp; Development - Delicious Fruit Flavor - 60 Gummies</span>",60,4.8,9.99,https://www.amazon.com/Kids-Multivitamin-Gummies-Essential-Development/dp/B09RQCP4DP/ref=sr_1_240?keywords=multivitamin+for+kids&qid=1675456108&sr=8-240
288,"<span class=""a-size-base-plus a-color-base a-text-normal"">VITABURST Multivitamin Gummies for Kids - Delicious Immune System Booster with Daily Vitamin to Support Healthy Growth and Development, Vegetarian Friendly</span>",485,4.6,14.99,https://www.amazon.com/Vitaburst-Kid-Strong-Multivitamin-Gummies/dp/B08FRQNVGJ/ref=sr_1_241?keywords=multivitamin+for+kids&qid=1675456108&sr=8-241
289,"<span class=""a-size-base-plus a-color-base a-text-normal"">EasyPeasyGreens - Daily Greens Gummies for Kids</span>",4,3.0,19.99,https://www.amazon.com/EasyPeasyGreens-Daily-Greens-Gummies-Kids/dp/B0BLJ2QCX6/ref=sr_1_242?keywords=multivitamin+for+kids&qid=1675456108&sr=8-242
290,"<span class=""a-size-base-plus a-color-base a-text-normal"">Codeage Multivitamins For Teens, Liquid Vitamin C for Teenagers, Vitamin A B6 B12 D3 E For Kids, Biotin Zinc Omega-3 Folate, Liposomal Vitamins Supplement, One Daily Sachet, Vegan, Non-GMO, 30 Pouches</span>",27,3.9,49.99,https://www.amazon.com/Codeage-Multivitamins-Teenagers-Liposomal-Supplement/dp/B0BHM94KY9/ref=sr_1_243?keywords=multivitamin+for+kids&qid=1675456108&sr=8-243
291,"<span class=""a-size-base-plus a-color-base a-text-normal"">Mommy's Bliss Baby Multivitamin + Iron, Daily Essential Vitamins for Immune Support, Healthy Growth &amp; Bone Development*, Age 2 Months+, 30 ml</span>","2,388",4.3,9.90,https://www.amazon.com/Mommys-Bliss-Multivitamin-Essential-Development/dp/B08TQYMF4K/ref=sr_1_244?keywords=multivitamin+for+kids&qid=1675456108&rdc=1&sr=8-244
292,"<span class=""a-size-base-plus a-color-base a-text-normal"">BrightBears Gummy Bear Kids Vitamins with Vitamins A, C, D, E, B6, B12, Biotin, Zinc, Kids Multivitamin Gummies, Multivitamin for Kids, Non-GMO, Gluten-Free, 60 Gummies - Brightcore Nutrition</span>",0,0,14.95,https://www.amazon.com/BrightBears-Vitamins-Multivitamin-Gummies-Gluten-Free/dp/B0B5W5CMKT/ref=sr_1_245?keywords=multivitamin+for+kids&qid=1675456108&sr=8-245
293,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Gold Children's Chewable Multivitamin - Natural Cherry Flavor - 60 Animal Shaped-Tablets - with Vitamin D3, K2 &amp; Probiotics - Vegetarian &amp; Gluten Free - 30 Servings</span>",528,4.7,24.35,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B00427OPZI/ref=sr_1_246?keywords=multivitamin+for+kids&qid=1675456108&sr=8-246
294,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Children's Liquid Multivitamin - Tropical Berry Flavor - 8 fl oz - Whole Food Supplement - Vegetarian, Gluten Free - 16 Servings</span>",292,4.2,9.36,https://www.amazon.com/Animal-Parade-Liquid-Tropical-Travel/dp/B000DN821S/ref=sr_1_247?keywords=multivitamin+for+kids&qid=1675456108&sr=8-247
295,"<span class=""a-size-base-plus a-color-base a-text-normal"">DrFormulas Multivitamin Gummies with Omega 3 and Probiotics for Kids and Adults with Vitamin C | Nexabiotic with Vitamin A, C, D3, E, B6, B12, and Zinc, Biotin, Folate | Kosher Vegetarian, 120 Count</span>",534,4.5,19.53,https://www.amazon.com/DrFormulas-Multivitamins-Nexabiotic-Methylcobalamin-Vegetarian/dp/B01NH571ZY/ref=sr_1_248?keywords=multivitamin+for+kids&qid=1675456108&sr=8-248
296,"<span class=""a-size-base-plus a-color-base a-text-normal"">Wellements Children's Organic Multivitamin Gummies, Kids Daily Dose Gummy of Vitamins A,B,C,D and E Plus Zinc. No Artificial Colors, Flavors or Unnecessary Preservatives.</span>","3,440",4.5,21.99,https://www.amazon.com/Wellements-Childrens-Organic-Multivitamin-Vitamins/dp/B09Y2D9PVH/ref=sr_1_249?keywords=multivitamin+for+kids&qid=1675456108&sr=8-249
297,"<span class=""a-size-base-plus a-color-base a-text-normal"">Klaire Labs VitaSpectrum Powder - Children's Multivitamin/Mineral with 23 Essential Nutrients, Tropical Flavor for Kids, No Copper, Iron, Gluten or Casein (171 G / 30 Servings)</span>",303,3.7,39.99,https://www.amazon.com/Klaire-Labs-VitaSpectrum-Powder-Multivitamin/dp/B07WK7BL8Q/ref=sr_1_250?keywords=multivitamin+for+kids&qid=1675456108&sr=8-250
298,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Children's Chewable Multivitamin, Watermelon - 180 Animal-Shaped Tablets - Promotes Health &amp; Well-Being - Vegan, Gluten Free - 90 Servings</span>",109,4.7,24.35,https://www.amazon.com/Natures-Plus-Childrens-Chewable-Multivitamin/dp/B00H583KMU/ref=sr_1_251?keywords=multivitamin+for+kids&qid=1675456108&sr=8-251
299,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin Gummies &amp; Vegan Omega 3 Gummies for Kids Bundle by MaryRuth's | Immune Support | Omega 3 Supplement with Vitamin C, Vitamin E, Flaxseed Oil | Brain Health | No Fish Taste</span>",14,4.6,42.32,https://www.amazon.com/Multivitamin-Gummies-MaryRuths-Supplement-Flaxseed/dp/B0B1GF214Z/ref=sr_1_252?keywords=multivitamin+for+kids&qid=1675456108&sr=8-252
300,"<span class=""a-size-base-plus a-color-base a-text-normal"">Centrum Kids Multivitamin Gummies, Tropical Punch Flavor Made with Natural Flavors, 150 Count, 150 Day Supply (Pack of 1)</span>","(1,240)",4.7,14.28,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A004100630XRPN7K9IQO1&qualifier=1675456119&id=6509993781688937&widgetName=sp_atf_next&url=%2FCentrum-Multivitamin-Gummies-Tropical-Natural%2Fdp%2FB0B6WQ7NK8%2Fref%3Dice_ac_b_dpb_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-241-spons%26psc%3D1
301,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Marvel® Avengers Kids Gummy Multivitamin, Natural Grape, Orange &amp; Cherry Flavored, Supports Immune Health &amp; More, 60 Gummies</span>",(37),4.7,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A03340933S9WHLVIJHIKN&qualifier=1675456119&id=6509993781688937&widgetName=sp_atf_next&url=%2FNatures-Bounty-Avengers-Multivitamin-Flavored%2Fdp%2FB09SKGKTGM%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-242-spons%26psc%3D1
302,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Disney® Frozen Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Vitamins A, C, D, E, and Select B Vitamins, 60 Gummies</span>",(35),4.6,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A03344053RTVJOYPFFD0Z&qualifier=1675456119&id=6509993781688937&widgetName=sp_atf_next&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SKGJVG2%2Fref%3Dsr_1_243_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-243-spons%26psc%3D1
303,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Disney® Frozen Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Vitamins A, C, D, E, and Select B Vitamins, 180 Gummies</span>",(131),4.7,8.96,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A033508536FK4X7F51Z4N&qualifier=1675456119&id=6509993781688937&widgetName=sp_atf_next&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SK3PN99%2Fref%3Dsr_1_244_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-244-spons%26psc%3D1
304,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Gold Children's Chewable Multivitamin - Natural Cherry Flavor - 60 Animal Shaped-Tablets - with Vitamin D3, K2 &amp; Probiotics - Vegetarian &amp; Gluten Free - 30 Servings</span>",(528),4.7,24.35,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B00427OPZI/ref=sr_1_245?keywords=multivitamin+for+kids&qid=1675456119&sr=8-245
305,"<span class=""a-size-base-plus a-color-base a-text-normal"">One A Day Men’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Calcium &amp; more, 200 count</span>","(37,229)",4.7,14.99,https://www.amazon.com/Mens-Health-Formula-Multivitamin-Count/dp/B001F71XAI/ref=sr_1_246?keywords=multivitamin+for+kids&qid=1675456119&rdc=1&sr=8-246
306,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Immunity Support Gummies - Delicious Vitamin C with Zinc and Echinacea Immune Booster Gummies for Kids - Vegan Gluten Free and Gelatin Free Chewable Gummy Vitamin Supplement for Children</span>",(28),4.6,9.99,https://www.amazon.com/Kids-Immunity-Support-Gummies-Supplement/dp/B0BBNG3M6N/ref=sr_1_247?keywords=multivitamin+for+kids&qid=1675456119&sr=8-247
307,"<span class=""a-size-base-plus a-color-base a-text-normal"">Bluebonnet RainForest Animalz Multiple Complete Daily WholeFood Based Supplement Blend Multivitamin &amp; Essential Minerals for Immune Health &amp; Nutrient Support - Gluten-Free - 90 Cherry Chewable Tablets</span>",(11),4.6,16.40,https://www.amazon.com/Bluebonnet-RainForest-WholeFood-Supplement-Multivitamin/dp/B000RNM16G/ref=sr_1_248?keywords=multivitamin+for+kids&qid=1675456119&sr=8-248
308,"<span class=""a-size-base-plus a-color-base a-text-normal"">Zarbee's Kid's Complete Multivitamin + Probiotic Gummies with Vitamins A, B, C, D, E &amp; zinc for Digestive Health, Easy To Chew, Kids Daily Multivitamin Gummies, Natural Fruit, 70 Count</span>","(16,320)",4.4,15.29,https://www.amazon.com/Zarbees-Naturals-Childrens-Multivitamin-Probiotic/dp/B07BP94S9Z/ref=sr_1_249?keywords=multivitamin+for+kids&qid=1675456119&sr=8-249
309,"<span class=""a-size-base-plus a-color-base a-text-normal"">Future Kind Vegan Kids Multivitamin Gummies (60ct Glass Bottle) Toddler Vitamins 2 Year Old &amp; Up - Kids Multivitamin Gummy w Vitamin C &amp; D - Organic Kids Multivitamins Chewable for Overall Wellness</span>",(25),4.6,24.99,https://www.amazon.com/Future-Kind-Multivitamin-Gummies-Vitamins/dp/B0B5T1DS5F/ref=sr_1_250?keywords=multivitamin+for+kids&qid=1675456119&sr=8-250
310,"<span class=""a-size-base-plus a-color-base a-text-normal"">Wellgenix Balanced Essentials Liquid Kids Vitamin - Nutritional Multivitamin for Picky Eaters - Boost Children Immune System and Overall Health 16 Oz (1)</span>",(140),3.6,none,https://www.amazon.com/Balanced-Essentials-Kids-Liquid-Multivitamin/dp/B07TTK253C/ref=sr_1_251?keywords=multivitamin+for+kids&qid=1675456119&sr=8-251
311,"<span class=""a-size-base-plus a-color-base a-text-normal"">PATCHMD Kids Multivitamin Omega-3 Topical Patches - 30 Days Supply</span>",(38),4.7,18.49,https://www.amazon.com/Kids-Multivitamin-Omega-3-Topical-Patches/dp/B09HTB4PHH/ref=sr_1_252?keywords=multivitamin+for+kids&qid=1675456119&sr=8-252
312,"<span class=""a-size-base-plus a-color-base a-text-normal"">Flamingo Supplements Multivitamin Gummies | Vegan Friendly, Kosher Halal NO Gluten or Gelatin, no GMO| for Men, Women &amp; Kids| 3 Natural Flavors | Vitamins C, B3, B12, Biotin, Zinc &amp; More| 100 Gummies</span>","(2,230)",4.5,18.99,https://www.amazon.com/Flamingo-Supplements-Multivitamin-Friendly-Vitamins/dp/B01F44QH62/ref=sr_1_253?keywords=multivitamin+for+kids&qid=1675456119&sr=8-253
313,"<span class=""a-size-base-plus a-color-base a-text-normal"">Equazen VitaSpectrum Powder - Nutrients, Vitamins and Minerals Powder for Kids - with Choline, Folate, B12, B6, Vitamin E, and Vitamin D (5.15 oz)</span>",(2),2.5,35.99,https://www.amazon.com/Equazen-VitaSpectrum-Powder-Nutrients-Vitamins-Minerals/dp/B0B9YM845F/ref=sr_1_254?keywords=multivitamin+for+kids&qid=1675456119&sr=8-254
314,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nutri Supreme Teen Multivitamin for Boys and Girls 12-17, Best Kosher One Per Day Teen Vitamins, Formulated for Teen Development and Immune Health</span>",(18),4.3,13.97,https://www.amazon.com/Supreme-Multivitamin-Vitamins-Formulated-Development/dp/B0BSMFFNFW/ref=sr_1_255?keywords=multivitamin+for+kids&qid=1675456119&sr=8-255
315,"<span class=""a-size-base-plus a-color-base a-text-normal"">Culturelle Kids Chewable Daily Probiotic for Kids, Ages 3+, 30 Count, #1 Pediatrician-Recommended Brand, Natural Berry Flavored Daily Probiotics for Digestive Health, Oral Care &amp; Immune Support</span>","(16,678)",4.8,19.97,https://www.amazon.com/Culturelle-Probiotic-Supplement-Pediatrician-Recommended/dp/B007G7JP2O/ref=sr_1_256?keywords=multivitamin+for+kids&qid=1675456119&sr=8-256
316,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Children's Chewable Multivitamin - 180 Animal-Shaped Tablets - Natural Assorted Flavors - Vegetarian, Gluten Free - 90 Servings</span>","(1,996)",4.6,25.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00366322HE4VFF4PULTL&qualifier=1675456119&id=6509993781688937&widgetName=sp_mtf&url=%2FNaturesPlus-Animal-Childrens-Chewable-Multivitamin%2Fdp%2FB00012NGZI%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-257-spons%26psc%3D1%26smid%3DA32GOXAC8X4KTS
317,"<span class=""a-size-base-plus a-color-base a-text-normal"">CHILDLIFE ESSENTIALS, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange &amp; Mango Flavor, 8 Fl Oz Bottle</span>","(2,995)",4.6,14.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A03676721KGTMQX5W2XLU&qualifier=1675456119&id=6509993781688937&widgetName=sp_mtf&url=%2FChildLife-Essentials-Vitamin-Mineral-Natural%2Fdp%2FB001E123JA%2Fref%3Dsr_1_258_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-258-spons%26psc%3D1
318,"<span class=""a-size-base-plus a-color-base a-text-normal"">LIQUIDHEALTH 16 Oz Kids Liquid Multivitamin Complete Multiple for Children, Toddlers - Essential Vitamins &amp; Minerals Supplement, Immune Support, Gluten Free, Non GMO, Prebiotic Fiber</span>",(105),4.4,33.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A04817472TI86LJLMXZ8B&qualifier=1675456119&id=6509993781688937&widgetName=sp_mtf&url=%2FLIQUIDHEALTH-Multivitamin-Complete-Multiple-Children%2Fdp%2FB0033L8N8Y%2Fref%3Dsr_1_259_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-259-spons%26psc%3D1%26smid%3DA2NDL997C9GX5T
319,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Star Wars™ Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Non-GMO, 60 Gummies</span>",(32),4.5,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0334561315X5PM9XEN1L&qualifier=1675456119&id=6509993781688937&widgetName=sp_mtf&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SKGMHH6%2Fref%3Dsr_1_260_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-260-spons%26psc%3D1
320,"<span class=""a-size-base-plus a-color-base a-text-normal"">Clinical Daily Complete Kids Multivitamin Daily Gummy Supplement for Brain, Vision, Bone and Immune Health. Vitamins A, C, E,D,B6,B12, Folate, Biotin, Essential Minerals. 90 Gluten Free Yummy Gummies</span>",(87),4.4,14.99,https://www.amazon.com/COMPLETE-Multivitamin-Supplement-Superheroes-everywhere/dp/B07BYTVL8R/ref=sr_1_261?keywords=multivitamin+for+kids&qid=1675456119&sr=8-261
321,"<span class=""a-size-base-plus a-color-base a-text-normal"">SmartyPants Kids Complete Daily Gummy Vitamins, Gluten Free, Multivitamin &amp; Omega 3 Fish OilDHA/EPA Fatty Acids (180 Count)</span>",(24),4.7,23.00,https://www.amazon.com/SmartyPants-Complete-Gummy-Vitamins-Multivitamin/dp/B07H228KM4/ref=sr_1_262_mod_primary_new?keywords=multivitamin+for+kids&qid=1675456119&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-262
322,"<span class=""a-size-base-plus a-color-base a-text-normal"">Haliborange Kids Multivitamin Strawberry Softies 30</span>",(14),4.5,12.49,https://www.amazon.com/Haliborange-Kids-Multivitamin-Strawberry-Softies/dp/B01BIRU9AO/ref=sr_1_263_mod_primary_new?keywords=multivitamin+for+kids&qid=1675456119&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-263
323,"<span class=""a-size-base-plus a-color-base a-text-normal"">ONE A DAY Teen for Him Multivitamin Gummies Supplement with Vitamins A, C, E, B3, B6, B12, Calcium, and Vitamin D, 150 Count</span>","(6,496)",4.7,14.97,https://www.amazon.com/Multivitamin-Gummies-Supplement-Vitamins-Calcium/dp/B09KF5DNHB/ref=sr_1_264?keywords=multivitamin+for+kids&qid=1675456119&rdc=1&sr=8-264
324,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin Gummies &amp; Vegan Omega 3 Gummies for Kids Bundle by MaryRuth's | Immune Support | Omega 3 Supplement with Vitamin C, Vitamin E, Flaxseed Oil | Brain Health | No Fish Taste</span>",(14),4.6,42.32,https://www.amazon.com/Multivitamin-Gummies-MaryRuths-Supplement-Flaxseed/dp/B0B1GF214Z/ref=sr_1_265?keywords=multivitamin+for+kids&qid=1675456119&sr=8-265
325,"<span class=""a-size-base-plus a-color-base a-text-normal"">Renzo's Bright &amp; Brainy Vitamin B6 - Vegan Vitamins for Kids, Dissolvable and Easy to Take B6 Vitamins for Kids, Zero Sugar, Oh-Oh-Oh Orange Flavor, [60 Melty Tabs]</span>","(1,558)",4.5,15.99,https://www.amazon.com/Renzos-Bright-Dissolvable-Vitamins-Oh-Oh-Oh/dp/B06XY2TGXW/ref=sr_1_266?keywords=multivitamin+for+kids&qid=1675456119&sr=8-266
